File,Run,Module,Name,
Red8012154-1319.sca,Red8012154-1319-20121127-01:05:47-18628,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.944979
Red8012154-132.sca,Red8012154-132-20121126-22:05:23-10792,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.977273
Red8012154-1320.sca,Red8012154-1320-20121127-01:06:13-18644,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.910652
Red8012154-1321.sca,Red8012154-1321-20121127-01:06:20-18648,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.922149
Red8012154-1322.sca,Red8012154-1322-20121127-01:06:45-18664,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.951045
Red8012154-1323.sca,Red8012154-1323-20121127-01:06:50-18671,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.949311
Red8012154-1324.sca,Red8012154-1324-20121127-01:07:13-18684,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.966125
Red8012154-1325.sca,Red8012154-1325-20121127-01:07:19-18688,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.954853
Red8012154-1326.sca,Red8012154-1326-20121127-01:07:40-18704,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.915219
Red8012154-1327.sca,Red8012154-1327-20121127-01:07:50-18708,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.961843
Red8012154-1328.sca,Red8012154-1328-20121127-01:08:08-18721,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.926552
Red8012154-1329.sca,Red8012154-1329-20121127-01:08:18-18728,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.934611
Red8012154-133.sca,Red8012154-133-20121126-22:05:24-10793,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,1
Red8012154-1330.sca,Red8012154-1330-20121127-01:08:41-18744,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.93853
Red8012154-1331.sca,Red8012154-1331-20121127-01:08:50-18751,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.899183
Red8012154-1332.sca,Red8012154-1332-20121127-01:09:16-18770,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.904281
Red8012154-1333.sca,Red8012154-1333-20121127-01:09:23-18774,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.907269
Red8012154-1334.sca,Red8012154-1334-20121127-01:09:48-18790,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.94276
Red8012154-1335.sca,Red8012154-1335-20121127-01:09:57-18797,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.939438
Red8012154-1336.sca,Red8012154-1336-20121127-01:10:19-18810,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.937738
Red8012154-1337.sca,Red8012154-1337-20121127-01:10:28-18817,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.905669
Red8012154-1338.sca,Red8012154-1338-20121127-01:10:52-18835,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.923767
Red8012154-1339.sca,Red8012154-1339-20121127-01:10:59-18839,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.929264
Red8012154-134.sca,Red8012154-134-20121126-22:05:30-10797,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.944444
Red8012154-1340.sca,Red8012154-1340-20121127-01:11:25-18855,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.943864
Red8012154-1341.sca,Red8012154-1341-20121127-01:11:34-18862,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.908854
Red8012154-1342.sca,Red8012154-1342-20121127-01:11:53-18875,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.920831
Red8012154-1343.sca,Red8012154-1343-20121127-01:12:05-18885,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.937792
Red8012154-1344.sca,Red8012154-1344-20121127-01:12:25-18898,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.96389
Red8012154-1345.sca,Red8012154-1345-20121127-01:12:32-18902,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.917512
Red8012154-1346.sca,Red8012154-1346-20121127-01:12:56-18918,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.898268
Red8012154-1347.sca,Red8012154-1347-20121127-01:13:04-18922,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.915469
Red8012154-1348.sca,Red8012154-1348-20121127-01:13:20-18933,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.917116
Red8012154-1349.sca,Red8012154-1349-20121127-01:13:32-18943,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.904644
Red8012154-135.sca,Red8012154-135-20121126-22:05:32-10801,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.947368
Red8012154-1350.sca,Red8012154-1350-20121127-01:13:53-18957,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.936288
Red8012154-1351.sca,Red8012154-1351-20121127-01:14:04-18965,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.862617
Red8012154-1352.sca,Red8012154-1352-20121127-01:14:27-18981,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.876877
Red8012154-1353.sca,Red8012154-1353-20121127-01:14:35-18985,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.873786
Red8012154-1354.sca,Red8012154-1354-20121127-01:14:59-19001,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.963102
Red8012154-1355.sca,Red8012154-1355-20121127-01:15:03-19005,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.965056
Red8012154-1356.sca,Red8012154-1356-20121127-01:15:28-19021,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.966782
Red8012154-1357.sca,Red8012154-1357-20121127-01:15:31-19025,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.946639
Red8012154-1358.sca,Red8012154-1358-20121127-01:15:55-19038,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.948565
Red8012154-1359.sca,Red8012154-1359-20121127-01:16:00-19045,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.908012
Red8012154-136.sca,Red8012154-136-20121126-22:05:37-10805,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.984375
Red8012154-1360.sca,Red8012154-1360-20121127-01:16:23-19058,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.971527
Red8012154-1361.sca,Red8012154-1361-20121127-01:16:29-19062,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.929814
Red8012154-1362.sca,Red8012154-1362-20121127-01:16:52-19078,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.956454
Red8012154-1363.sca,Red8012154-1363-20121127-01:17:00-19082,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.915004
Red8012154-1364.sca,Red8012154-1364-20121127-01:17:20-19101,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.936111
Red8012154-1365.sca,Red8012154-1365-20121127-01:17:33-19108,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.95913
Red8012154-1366.sca,Red8012154-1366-20121127-01:17:49-19118,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.945082
Red8012154-1367.sca,Red8012154-1367-20121127-01:18:04-19128,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.958472
Red8012154-1368.sca,Red8012154-1368-20121127-01:18:19-19139,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.955432
Red8012154-1369.sca,Red8012154-1369-20121127-01:18:34-19149,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.910066
Red8012154-137.sca,Red8012154-137-20121126-22:05:40-10809,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,1
Red8012154-1370.sca,Red8012154-1370-20121127-01:18:50-19159,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.938217
Red8012154-1371.sca,Red8012154-1371-20121127-01:19:07-19173,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.938523
Red8012154-1372.sca,Red8012154-1372-20121127-01:19:19-19180,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.935829
Red8012154-1373.sca,Red8012154-1373-20121127-01:19:38-19193,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.895474
Red8012154-1374.sca,Red8012154-1374-20121127-01:19:49-19200,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.968549
Red8012154-1375.sca,Red8012154-1375-20121127-01:20:09-19213,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.917715
Red8012154-1376.sca,Red8012154-1376-20121127-01:20:18-19220,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.923097
Red8012154-1377.sca,Red8012154-1377-20121127-01:20:37-19233,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.917046
Red8012154-1378.sca,Red8012154-1378-20121127-01:20:46-19240,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.906129
Red8012154-1379.sca,Red8012154-1379-20121127-01:21:06-19253,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.927067
Red8012154-138.sca,Red8012154-138-20121126-22:05:45-10810,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.988636
Red8012154-1380.sca,Red8012154-1380-20121127-01:21:18-19260,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.936427
Red8012154-1381.sca,Red8012154-1381-20121127-01:21:38-19273,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.899436
Red8012154-1382.sca,Red8012154-1382-20121127-01:21:48-19280,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.948278
Red8012154-1383.sca,Red8012154-1383-20121127-01:22:05-19290,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.937452
Red8012154-1384.sca,Red8012154-1384-20121127-01:22:15-19298,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.938705
Red8012154-1385.sca,Red8012154-1385-20121127-01:22:33-19311,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.946864
Red8012154-1386.sca,Red8012154-1386-20121127-01:22:45-19321,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.933461
Red8012154-1387.sca,Red8012154-1387-20121127-01:23:08-19334,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.903587
Red8012154-1388.sca,Red8012154-1388-20121127-01:23:16-19342,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.951642
Red8012154-1389.sca,Red8012154-1389-20121127-01:23:38-19355,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.910591
Red8012154-139.sca,Red8012154-139-20121126-22:05:49-10814,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.984375
Red8012154-1390.sca,Red8012154-1390-20121127-01:23:46-19362,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.921293
Red8012154-1391.sca,Red8012154-1391-20121127-01:24:09-19376,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.962742
Red8012154-1392.sca,Red8012154-1392-20121127-01:24:15-19383,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.93688
Red8012154-1393.sca,Red8012154-1393-20121127-01:24:38-19396,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.983202
Red8012154-1394.sca,Red8012154-1394-20121127-01:24:43-19400,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.94226
Red8012154-1395.sca,Red8012154-1395-20121127-01:25:08-19416,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.959307
Red8012154-1396.sca,Red8012154-1396-20121127-01:25:15-19420,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.940886
Red8012154-1397.sca,Red8012154-1397-20121127-01:25:35-19436,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.963915
Red8012154-1398.sca,Red8012154-1398-20121127-01:25:43-19440,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.950884
Red8012154-1399.sca,Red8012154-1399-20121127-01:26:06-19456,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.856784
Red8012154-14.sca,Red8012154-14-20121126-21:56:41-10310,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.939286
Red8012154-140.sca,Red8012154-140-20121126-22:05:55-10818,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.952273
Red8012154-1400.sca,Red8012154-1400-20121127-01:26:15-19460,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.948371
Red8012154-1401.sca,Red8012154-1401-20121127-01:26:39-19476,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.89934
Red8012154-1402.sca,Red8012154-1402-20121127-01:26:44-19480,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.938859
Red8012154-1403.sca,Red8012154-1403-20121127-01:27:07-19498,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.94539
Red8012154-1404.sca,Red8012154-1404-20121127-01:27:14-19502,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.943023
Red8012154-1405.sca,Red8012154-1405-20121127-01:27:43-19521,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.86318
Red8012154-1406.sca,Red8012154-1406-20121127-01:27:45-19522,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.904167
Red8012154-1407.sca,Red8012154-1407-20121127-01:28:15-19542,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.941264
Red8012154-1408.sca,Red8012154-1408-20121127-01:28:17-19546,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.95178
Red8012154-1409.sca,Red8012154-1409-20121127-01:28:44-19563,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.864876
Red8012154-141.sca,Red8012154-141-20121126-22:05:57-10822,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.96875
Red8012154-1410.sca,Red8012154-1410-20121127-01:28:48-19567,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.934472
Red8012154-1411.sca,Red8012154-1411-20121127-01:29:15-19586,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.915189
Red8012154-1412.sca,Red8012154-1412-20121127-01:29:23-19593,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.923129
Red8012154-1413.sca,Red8012154-1413-20121127-01:29:44-19606,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.917268
Red8012154-1414.sca,Red8012154-1414-20121127-01:29:54-19613,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.918444
Red8012154-1415.sca,Red8012154-1415-20121127-01:30:16-19629,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.934707
Red8012154-1416.sca,Red8012154-1416-20121127-01:30:23-19633,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.957471
Red8012154-1417.sca,Red8012154-1417-20121127-01:30:46-19649,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.885859
Red8012154-1418.sca,Red8012154-1418-20121127-01:30:52-19653,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.944238
Red8012154-1419.sca,Red8012154-1419-20121127-01:31:18-19670,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.908237
Red8012154-142.sca,Red8012154-142-20121126-22:06:04-10826,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.97822
Red8012154-1420.sca,Red8012154-1420-20121127-01:31:21-19674,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.923436
Red8012154-1421.sca,Red8012154-1421-20121127-01:31:49-19690,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.898275
Red8012154-1422.sca,Red8012154-1422-20121127-01:31:53-19694,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.946583
Red8012154-1423.sca,Red8012154-1423-20121127-01:32:21-19713,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.896591
Red8012154-1424.sca,Red8012154-1424-20121127-01:32:21-19714,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.931571
Red8012154-1425.sca,Red8012154-1425-20121127-01:32:48-19732,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.935935
Red8012154-1426.sca,Red8012154-1426-20121127-01:32:51-19736,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.945903
Red8012154-1427.sca,Red8012154-1427-20121127-01:33:18-19752,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.908911
Red8012154-1428.sca,Red8012154-1428-20121127-01:33:22-19756,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.939411
Red8012154-1429.sca,Red8012154-1429-20121127-01:33:50-19775,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.891655
Red8012154-143.sca,Red8012154-143-20121126-22:06:07-10830,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.947368
Red8012154-1430.sca,Red8012154-1430-20121127-01:33:52-19776,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.92464
Red8012154-1431.sca,Red8012154-1431-20121127-01:34:21-19795,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.876719
Red8012154-1432.sca,Red8012154-1432-20121127-01:34:24-19796,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.956529
Red8012154-1433.sca,Red8012154-1433-20121127-01:34:52-19816,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.938593
Red8012154-1434.sca,Red8012154-1434-20121127-01:34:52-19817,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.955449
Red8012154-1435.sca,Red8012154-1435-20121127-01:35:20-19837,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.913376
Red8012154-1436.sca,Red8012154-1436-20121127-01:35:21-19838,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.933837
Red8012154-1437.sca,Red8012154-1437-20121127-01:35:52-19858,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.964477
Red8012154-1438.sca,Red8012154-1438-20121127-01:35:52-19859,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.988889
Red8012154-1439.sca,Red8012154-1439-20121127-01:36:21-19878,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.907802
Red8012154-144.sca,Red8012154-144-20121126-22:06:15-10837,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.982143
Red8012154-1440.sca,Red8012154-1440-20121127-01:36:21-19879,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.939093
Red8012154-1441.sca,Red8012154-1441-20121127-01:36:55-19898,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.90768
Red8012154-1442.sca,Red8012154-1442-20121127-01:36:55-19899,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.936347
Red8012154-1443.sca,Red8012154-1443-20121127-01:37:25-19921,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.915392
Red8012154-1444.sca,Red8012154-1444-20121127-01:37:26-19922,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.920184
Red8012154-1445.sca,Red8012154-1445-20121127-01:37:57-19941,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.948683
Red8012154-1446.sca,Red8012154-1446-20121127-01:38:00-19942,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.928765
Red8012154-1447.sca,Red8012154-1447-20121127-01:38:27-19963,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.95163
Red8012154-1448.sca,Red8012154-1448-20121127-01:38:31-19967,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.923138
Red8012154-1449.sca,Red8012154-1449-20121127-01:38:56-19983,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.943273
Red8012154-145.sca,Red8012154-145-20121126-22:06:16-10838,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.986842
Red8012154-1450.sca,Red8012154-1450-20121127-01:39:03-19987,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.909817
Red8012154-1451.sca,Red8012154-1451-20121127-01:39:24-20000,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.968847
Red8012154-1452.sca,Red8012154-1452-20121127-01:39:31-20007,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.968895
Red8012154-1453.sca,Red8012154-1453-20121127-01:39:57-20024,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.935499
Red8012154-1454.sca,Red8012154-1454-20121127-01:40:00-20025,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.934842
Red8012154-1455.sca,Red8012154-1455-20121127-01:40:30-20047,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.886714
Red8012154-1456.sca,Red8012154-1456-20121127-01:40:31-20048,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.908977
Red8012154-1457.sca,Red8012154-1457-20121127-01:41:04-20068,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.948413
Red8012154-1458.sca,Red8012154-1458-20121127-01:41:04-20069,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.945354
Red8012154-1459.sca,Red8012154-1459-20121127-01:41:30-20086,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.932541
Red8012154-146.sca,Red8012154-146-20121126-22:06:23-10842,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.931818
Red8012154-1460.sca,Red8012154-1460-20121127-01:41:35-20090,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.937501
Red8012154-1461.sca,Red8012154-1461-20121127-01:42:01-20109,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.952414
Red8012154-1462.sca,Red8012154-1462-20121127-01:42:09-20113,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.967149
Red8012154-1463.sca,Red8012154-1463-20121127-01:42:31-20129,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.917655
Red8012154-1464.sca,Red8012154-1464-20121127-01:42:35-20133,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.91623
Red8012154-1465.sca,Red8012154-1465-20121127-01:43:01-20151,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.936937
Red8012154-1466.sca,Red8012154-1466-20121127-01:43:06-20155,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.936793
Red8012154-1467.sca,Red8012154-1467-20121127-01:43:34-20171,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.954328
Red8012154-1468.sca,Red8012154-1468-20121127-01:43:37-20175,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.88917
Red8012154-1469.sca,Red8012154-1469-20121127-01:44:05-20191,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.954207
Red8012154-147.sca,Red8012154-147-20121126-22:06:25-10843,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.980769
Red8012154-1470.sca,Red8012154-1470-20121127-01:44:07-20195,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.968268
Red8012154-1471.sca,Red8012154-1471-20121127-01:44:34-20211,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.894061
Red8012154-1472.sca,Red8012154-1472-20121127-01:44:39-20215,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.918028
Red8012154-1473.sca,Red8012154-1473-20121127-01:45:06-20235,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.864048
Red8012154-1474.sca,Red8012154-1474-20121127-01:45:09-20238,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.899657
Red8012154-1475.sca,Red8012154-1475-20121127-01:45:35-20254,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.94504
Red8012154-1476.sca,Red8012154-1476-20121127-01:45:38-20258,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.883913
Red8012154-1477.sca,Red8012154-1477-20121127-01:46:05-20275,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.924718
Red8012154-1478.sca,Red8012154-1478-20121127-01:46:08-20279,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.913396
Red8012154-1479.sca,Red8012154-1479-20121127-01:46:36-20298,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.910847
Red8012154-148.sca,Red8012154-148-20121126-22:06:29-10847,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.96875
Red8012154-1480.sca,Red8012154-1480-20121127-01:46:39-20299,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.940814
Red8012154-1481.sca,Red8012154-1481-20121127-01:47:10-20318,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.930687
Red8012154-1482.sca,Red8012154-1482-20121127-01:47:10-20319,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.900386
Red8012154-1483.sca,Red8012154-1483-20121127-01:47:37-20338,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.921274
Red8012154-1484.sca,Red8012154-1484-20121127-01:47:40-20342,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.904723
Red8012154-1485.sca,Red8012154-1485-20121127-01:48:08-20358,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.921825
Red8012154-1486.sca,Red8012154-1486-20121127-01:48:10-20359,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.930586
Red8012154-1487.sca,Red8012154-1487-20121127-01:48:36-20378,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.943066
Red8012154-1488.sca,Red8012154-1488-20121127-01:48:41-20384,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.890878
Red8012154-1489.sca,Red8012154-1489-20121127-01:49:10-20400,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.890197
Red8012154-149.sca,Red8012154-149-20121126-22:06:33-10851,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.975
Red8012154-1490.sca,Red8012154-1490-20121127-01:49:10-20401,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.951125
Red8012154-1491.sca,Red8012154-1491-20121127-01:49:42-20423,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.95256
Red8012154-1492.sca,Red8012154-1492-20121127-01:49:43-20424,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.942048
Red8012154-1493.sca,Red8012154-1493-20121127-01:50:12-20443,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.902358
Red8012154-1494.sca,Red8012154-1494-20121127-01:50:18-20448,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.893114
Red8012154-1495.sca,Red8012154-1495-20121127-01:50:42-20464,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.930305
Red8012154-1496.sca,Red8012154-1496-20121127-01:50:51-20473,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.950529
Red8012154-1497.sca,Red8012154-1497-20121127-01:51:13-20486,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.906728
Red8012154-1498.sca,Red8012154-1498-20121127-01:51:22-20493,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.949989
Red8012154-1499.sca,Red8012154-1499-20121127-01:51:44-20506,ieee802154Narrow.anchor[8].appl,Effectiveness in each anchor,0.939357
